utc_timestamp,temperature,direct_radiation,diffuse_radiation,vienna_temperature,vienna_pressure,vienna_wind_speed,vienna_wind_direction,graz_temperature,graz_pressure,graz_wind_speed,graz_wind_direction,linz_temperature,linz_pressure,linz_wind_speed,linz_wind_direction,salzburg_temperature,salzburg_pressure,salzburg_wind_speed,salzburg_wind_direction,innsbruck_temperature,innsbruck_pressure,innsbruck_wind_speed,innsbruck_wind_direction,klagenfurt_temperature,klagenfurt_pressure,klagenfurt_wind_speed,klagenfurt_wind_direction,solar_prediction,wind_prediction,total_renewable
2026-09-02 11:00:00+00:00,25.5,475.0,180.0,25.5,999.7,2.1,59,24.4,979.4,9.7,180,24.2,991.4,1.1,90,23.3,971.1,5.8,22,22.9,954.7,5.0,30,22.2,969.3,4.6,72,473.15,247.27,720.42
2026-09-02 12:00:00+00:00,26.4,440.0,187.0,26.4,998.8,0.8,153,25.0,978.7,10.1,180,25.2,990.6,0.8,297,24.0,970.6,6.0,17,23.6,954.1,6.0,25,23.1,968.7,4.4,81,599.53,574.66,1174.19
2026-09-02 13:00:00+00:00,27.1,336.0,196.0,27.1,998.0,2.6,164,25.4,978.0,9.7,178,25.7,989.8,3.0,284,24.3,970.0,6.3,13,24.1,953.6,6.5,19,23.9,968.0,4.3,95,436.5,443.66,880.1600000000001
2026-09-02 14:00:00+00:00,27.6,270.0,181.0,27.6,997.1,4.5,151,25.5,977.1,9.0,178,25.8,989.0,5.5,281,24.2,969.4,5.8,7,24.3,953.2,6.3,13,24.4,967.3,4.6,108,410.63,836.07,1246.7
2026-09-02 15:00:00+00:00,27.5,201.0,151.0,27.5,996.4,5.8,150,25.2,976.5,7.6,175,25.5,988.3,6.6,283,23.7,969.0,4.7,360,24.1,952.8,6.3,13,24.5,966.6,4.5,119,303.82,1356.47,1660.29
2026-09-02 16:00:00+00:00,26.7,129.0,112.0,26.7,995.9,6.0,155,24.2,976.1,5.2,164,24.7,987.9,5.6,285,22.7,968.7,2.3,342,23.1,952.7,6.2,21,23.9,966.2,3.8,139,226.84,1445.44,1672.28
2026-09-02 17:00:00+00:00,25.3,54.0,50.0,25.3,995.6,5.2,164,22.7,975.8,2.8,140,23.5,987.6,3.2,297,21.3,968.5,1.8,217,21.6,952.7,5.7,35,22.8,966.0,3.3,167,77.74,797.29,875.03
2026-09-02 18:00:00+00:00,23.9,3.0,3.0,23.9,995.3,4.3,175,21.4,975.6,2.2,81,22.1,987.5,1.5,315,20.0,968.5,4.3,204,20.3,952.8,5.6,45,21.6,965.8,3.3,193,20.36,662.35,682.71
2026-09-02 19:00:00+00:00,22.5,0.0,0.0,22.5,995.1,3.3,193,20.4,975.5,2.9,30,20.4,987.4,1.3,326,19.0,968.6,5.8,210,19.4,953.0,4.8,48,20.3,965.7,3.1,216,0.0,623.96,623.96
2026-09-02 20:00:00+00:00,21.0,0.0,0.0,21.0,994.9,2.8,220,19.5,975.4,4.0,10,18.5,987.4,1.6,297,18.2,968.9,6.5,214,18.7,953.4,3.8,49,18.9,965.7,3.1,234,0.0,604.45,604.45
2026-09-02 21:00:00+00:00,19.9,0.0,0.0,19.9,994.8,2.7,247,18.7,975.2,5.1,356,17.1,987.5,1.8,281,17.6,968.9,6.9,219,18.1,953.6,2.5,45,17.8,965.6,3.4,252,0.0,666.04,666.04
2026-09-02 22:00:00+00:00,19.3,0.0,0.0,19.3,994.7,3.3,257,17.7,975.1,5.2,348,16.5,987.4,1.9,248,17.4,968.8,6.7,216,17.5,953.5,1.0,45,17.0,965.5,3.7,259,0.0,724.91,724.91
2026-09-02 23:00:00+00:00,19.0,0.0,0.0,19.0,994.7,4.0,265,16.7,975.0,5.0,339,16.3,987.3,3.1,216,17.5,968.6,6.5,214,17.0,953.2,0.0,270,16.4,965.4,4.0,260,4.32,878.05,882.37
2026-09-03 00:00:00+00:00,18.9,0.0,0.0,18.9,994.6,4.3,265,16.1,974.8,4.8,333,16.3,987.2,3.9,214,17.6,968.5,5.8,210,16.6,952.9,1.0,225,15.9,965.2,4.4,261,0.0,967.57,967.57
2026-09-03 01:00:00+00:00,18.8,0.0,0.0,18.8,994.4,4.4,261,15.8,974.5,5.3,332,16.5,987.1,4.1,232,17.6,968.3,4.9,216,16.3,952.7,1.0,225,15.4,965.0,4.5,256,0.0,967.32,967.32
2026-09-03 02:00:00+00:00,18.8,0.0,0.0,18.8,994.1,4.1,255,15.8,974.4,5.6,333,16.9,987.1,4.6,252,17.7,968.2,3.8,229,16.1,952.5,0.7,270,14.9,964.9,4.6,252,0.0,916.8,916.8
2026-09-03 03:00:00+00:00,19.1,0.0,0.0,19.1,993.8,4.5,256,16.1,974.2,5.6,333,17.2,987.0,5.4,262,17.8,968.0,3.1,234,16.0,952.3,0.4,360,14.7,964.6,4.3,246,0.0,955.18,955.18
2026-09-03 04:00:00+00:00,19.8,0.0,0.0,19.8,993.8,6.2,263,16.6,974.1,5.6,333,17.4,986.9,5.9,256,17.7,967.8,3.9,214,16.1,952.2,1.1,72,15.0,964.6,4.5,241,0.0,1634.06,1634.06
2026-09-03 05:00:00+00:00,20.8,2.0,8.0,20.8,993.8,8.3,268,17.3,973.9,5.2,335,17.6,987.0,6.6,248,17.7,967.5,5.6,195,16.2,952.3,2.5,90,15.7,964.5,4.5,241,29.21,2225.73,2254.94
2026-09-03 06:00:00+00:00,21.7,16.0,70.0,21.7,993.7,10.8,270,18.4,973.9,4.0,333,17.9,986.9,7.4,247,17.9,967.4,6.2,187,16.8,952.2,3.6,96,16.7,964.5,3.9,236,105.78,2251.88,2357.6600000000003
2026-09-03 07:00:00+00:00,22.2,31.0,121.0,22.2,993.8,12.6,268,20.3,973.9,1.8,323,18.4,986.9,8.2,255,18.7,967.3,4.3,180,17.9,952.1,3.6,96,18.0,964.6,2.3,231,235.57,2028.4,2263.9700000000003
2026-09-03 08:00:00+00:00,22.6,56.0,169.0,22.6,993.9,14.4,266,22.5,974.0,1.1,180,19.0,986.9,9.0,265,19.8,967.3,0.8,153,19.4,951.9,3.2,90,19.7,964.6,0.4,180,245.34,1971.03,2216.37
2026-09-03 09:00:00+00:00,23.1,90.0,208.0,23.1,993.7,16.7,264,24.3,974.0,3.7,169,19.5,986.8,10.4,272,20.5,967.1,1.6,27,20.7,951.6,2.5,82,21.2,964.5,1.5,76,356.49,1792.49,2148.98
2026-09-03 10:00:00+00:00,24.2,197.0,242.0,24.2,993.2,19.6,264,25.3,973.6,5.9,166,19.9,986.3,12.6,273,20.6,966.6,2.1,31,21.8,950.8,2.1,59,22.4,964.1,2.6,74,425.96,1608.28,2034.24
2026-09-03 11:00:00+00:00,25.4,210.0,250.0,25.4,992.5,22.4,264,25.8,973.0,7.4,166,20.2,985.6,14.4,273,20.3,965.9,1.5,45,22.7,949.7,2.7,23,23.5,963.4,3.4,72,427.19,1438.59,1865.78
2026-09-03 12:00:00+00:00,26.1,181.0,239.0,26.1,991.8,24.3,264,26.0,972.2,8.1,167,20.3,984.9,15.5,271,20.0,965.2,1.1,90,23.3,948.9,3.6,6,24.3,962.6,4.2,70,386.76,1346.47,1733.23
2026-09-03 13:00:00+00:00,25.7,120.0,227.0,25.7,991.1,24.3,263,25.9,971.4,6.9,171,20.1,984.2,14.4,270,19.8,964.6,2.0,135,23.4,948.4,5.1,4,24.8,961.7,4.6,72,376.4,1334.93,1711.33
2026-09-03 14:00:00+00:00,24.8,74.0,173.0,24.8,990.3,23.3,262,25.4,970.7,4.3,175,19.7,983.6,12.2,268,19.5,964.1,3.4,148,23.0,947.9,6.2,10,25.1,960.7,4.5,76,264.83,1422.12,1686.9499999999998
2026-09-03 15:00:00+00:00,23.7,34.0,110.0,23.7,989.7,20.8,261,24.6,970.0,2.2,189,19.3,982.9,9.4,266,19.2,963.6,4.6,162,22.5,947.5,6.9,9,24.9,959.9,4.1,75,149.97,1783.46,1933.43
2026-09-03 16:00:00+00:00,22.4,39.0,42.0,22.4,989.4,15.3,261,23.1,969.5,0.0,270,18.9,981.9,5.4,250,18.9,962.7,5.1,172,21.9,947.1,5.8,4,24.1,959.3,3.7,61,75.66,2054.06,2129.72
2026-09-03 17:00:00+00:00,20.9,16.0,15.0,20.9,989.1,8.5,258,21.3,969.2,2.2,9,18.4,981.0,2.9,187,18.5,961.7,5.4,188,21.1,946.8,4.4,351,23.0,959.0,3.9,34,34.93,1982.17,2017.1000000000001
2026-09-03 18:00:00+00:00,19.7,1.0,1.0,19.7,988.8,4.0,243,19.8,968.8,4.0,10,18.1,980.5,3.7,169,18.2,961.3,6.0,213,20.2,946.7,3.5,336,21.9,958.6,4.1,15,15.73,727.72,743.45
2026-09-03 19:00:00+00:00,18.9,0.0,0.0,18.9,988.4,5.4,217,19.0,968.4,4.7,4,18.1,980.6,5.7,235,18.0,962.2,8.1,249,19.3,947.1,4.0,333,20.8,958.1,4.0,5,0.0,1238.64,1238.64
2026-09-03 20:00:00+00:00,18.4,0.0,0.0,18.4,988.1,9.4,212,18.5,967.9,5.1,356,18.3,981.2,13.8,261,17.7,963.5,13.0,270,18.3,947.9,5.4,340,19.7,957.7,3.6,354,0.0,2257.66,2257.66
2026-09-03 21:00:00+00:00,18.0,0.0,0.0,18.0,987.9,11.8,220,18.2,967.7,5.8,338,18.2,981.9,20.5,267,17.4,964.8,16.7,277,17.3,948.8,5.9,346,18.8,957.7,2.5,352,0.0,2297.46,2297.46
2026-09-03 22:00:00+00:00,18.0,0.0,0.0,18.0,988.0,11.9,245,18.4,967.8,9.4,317,17.5,982.7,22.3,270,17.0,965.6,16.4,279,16.4,949.5,5.8,353,18.4,958.2,0.7,360,0.0,2326.73,2326.73
2026-09-03 23:00:00+00:00,18.1,0.0,0.0,18.1,988.3,15.2,274,18.9,968.2,14.4,307,16.7,983.7,21.6,273,16.4,966.2,14.3,280,15.6,950.2,5.4,360,18.1,959.0,2.1,149,0.7933333333333333,2336.91,2337.7033333333334
